MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924784,1.3280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-4.0700000
MsgID.LOCAL_POSITION,84.5910000,-0.2282665,-0.2897574,-1.3282920
MsgID.LOCAL_VELOCITY,84.5910000,0.0090412,-0.0254240,-4.0790391
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924791,2.3240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0300000,-4.6200000
MsgID.LOCAL_POSITION,84.8410000,-0.1511052,-0.3027688,-2.3240559
MsgID.LOCAL_VELOCITY,84.8410000,0.0252122,-0.0391642,-4.6207371
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924812,13.3230000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.8000000,-81.0200000
MsgID.LOCAL_POSITION,85.0920000,0.0879626,-0.3983703,-13.3239918
MsgID.LOCAL_VELOCITY,85.0920000,-0.0259200,0.8062578,-81.0268173
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924799,31.4420000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.2600000,-74.5500000
MsgID.LOCAL_POSITION,85.3420000,-0.0600440,-0.3007818,-31.4424438
MsgID.LOCAL_VELOCITY,85.3420000,-0.0329112,0.2605203,-74.5532150
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924792,50.3520000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.9700000,-67.1300000
MsgID.LOCAL_POSITION,85.5920000,-0.1397817,-0.3947788,-50.3524208
MsgID.LOCAL_VELOCITY,85.5920000,-0.0336960,-0.9755681,-67.1345444
MsgID.GLOBAL_POSITION,0.0000000,-122.3974535,37.7924810,65.1170000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,-1.9300000,-60.2500000
MsgID.LOCAL_POSITION,85.8420000,0.0642127,-0.7036884,-65.1172638
MsgID.LOCAL_VELOCITY,85.8420000,-0.0983001,-1.9383552,-60.2580566
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974563,37.7924800,78.5140000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,-1.8200000,-54.6100000
MsgID.LOCAL_POSITION,86.0920000,-0.0520518,-0.9523432,-78.5141754
MsgID.LOCAL_VELOCITY,86.0920000,-0.0927261,-1.8284442,-54.6159973
MsgID.GLOBAL_POSITION,0.0000000,-122.3974630,37.7924790,93.0780000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0800000,-1.7000000,-48.1900000
MsgID.LOCAL_POSITION,86.3420000,-0.1573229,-1.5439620,-93.0788727
MsgID.LOCAL_VELOCITY,86.3420000,-0.0863817,-1.7033403,-48.1940308
MsgID.GLOBAL_POSITION,0.0000000,-122.3974697,37.7924793,104.5150000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0800000,-1.5900000,-42.8700000
MsgID.LOCAL_POSITION,86.5920000,-0.1266867,-2.1400096,-104.5156784
MsgID.LOCAL_VELOCITY,86.5920000,-0.0811279,-1.5997411,-42.8759766
MsgID.GLOBAL_POSITION,0.0000000,-122.3974738,37.7924783,114.0220000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0700000,-1.5000000,-38.2000000
MsgID.LOCAL_POSITION,86.8420000,-0.2371726,-2.5065210,-114.0221786
MsgID.LOCAL_VELOCITY,86.8420000,-0.0765181,-1.5088410,-38.2098274
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974770,37.7924779,123.6230000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0700000,-1.4100000,-33.1900000
MsgID.LOCAL_POSITION,87.0920000,-0.2760485,-2.7892141,-123.6230087
MsgID.LOCAL_VELOCITY,87.0920000,-0.0715594,-1.4110618,-33.1905174
MsgID.GLOBAL_POSITION,0.0000000,-122.3974808,37.7924792,130.9310000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0600000,-1.3300000,-29.0800000
MsgID.LOCAL_POSITION,87.3420000,-0.1371951,-3.1222961,-130.9311371
MsgID.LOCAL_VELOCITY,87.3420000,-0.0675017,-1.3310502,-29.0832691
MsgID.GLOBAL_POSITION,0.0000000,-122.3974841,37.7924796,138.1370000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0600000,-1.2400000,-24.6700000
MsgID.LOCAL_POSITION,87.5920000,-0.0870239,-3.4198716,-138.1378174
MsgID.LOCAL_VELOCITY,87.5920000,-0.0631509,-1.2452590,-24.6793690
MsgID.GLOBAL_POSITION,0.0000000,-122.3974868,37.7924778,143.5220000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-1.1700000,-21.0400000
MsgID.LOCAL_POSITION,87.8420000,-0.2862320,-3.6590612,-143.5224457
MsgID.LOCAL_VELOCITY,87.8420000,-0.0595626,-1.1745020,-21.0471840
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974894,37.7924770,148.6580000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-1.0900000,-17.1400000
MsgID.LOCAL_POSITION,88.0920000,-0.3756002,-3.8907566,-148.6582031
MsgID.LOCAL_VELOCITY,88.0920000,-0.0557097,-1.0985267,-17.1471424
MsgID.GLOBAL_POSITION,0.0000000,-122.3974946,37.7924781,152.2950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-1.0300000,-13.9500000
MsgID.LOCAL_POSITION,88.3420000,-0.2603768,-4.3498831,-152.2955780
MsgID.LOCAL_VELOCITY,88.3420000,-0.0525574,-1.0363663,-13.9565363
MsgID.GLOBAL_POSITION,0.0000000,-122.3974961,37.7924793,155.5650000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.9600000,-10.5200000
MsgID.LOCAL_POSITION,88.5920000,-0.1236654,-4.4873533,-155.5654907
MsgID.LOCAL_VELOCITY,88.5920000,-0.0491637,-0.9694478,-10.5218821
MsgID.GLOBAL_POSITION,0.0000000,-122.3974976,37.7924783,157.6890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.9100000,-7.6900000
MsgID.LOCAL_POSITION,88.8420000,-0.2333046,-4.6164880,-157.6898651
MsgID.LOCAL_VELOCITY,88.8420000,-0.0463702,-0.9143628,-7.6945601
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975020,37.7924776,159.3180000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.8500000,-4.6600000
MsgID.LOCAL_POSITION,89.0930000,-0.3123920,-5.0119853,-159.3188934
MsgID.LOCAL_VELOCITY,89.0930000,-0.0433815,-0.8554290,-4.6694870
MsgID.GLOBAL_POSITION,0.0000000,-122.3975038,37.7924764,160.0950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.8000000,-2.1800000
MsgID.LOCAL_POSITION,89.3430000,-0.4454192,-5.1734414,-160.0957336
MsgID.LOCAL_VELOCITY,89.3430000,-0.0409267,-0.8070243,-2.1849473
MsgID.GLOBAL_POSITION,0.0000000,-122.3975059,37.7924770,160.2910000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.7500000,0.4800000
MsgID.LOCAL_POSITION,89.5930000,-0.3827155,-5.3600259,-160.2911224
MsgID.LOCAL_VELOCITY,89.5930000,-0.0382841,-0.7549145,0.4897376
MsgID.GLOBAL_POSITION,0.0000000,-122.3975077,37.7924778,159.8880000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.7100000,2.6900000
MsgID.LOCAL_POSITION,89.8430000,-0.2899713,-5.5151830,-159.8885498
MsgID.LOCAL_VELOCITY,89.8430000,-0.0361042,-0.7119302,2.6960211
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975085,37.7924774,158.8230000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.6600000,5.0400000
MsgID.LOCAL_POSITION,90.0930000,-0.3366773,-5.5857229,-158.8233337
MsgID.LOCAL_VELOCITY,90.0930000,-0.0337814,-0.6661270,5.0470467
MsgID.GLOBAL_POSITION,0.0000000,-122.3975116,37.7924773,157.3860000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.6200000,6.9800000
MsgID.LOCAL_POSITION,90.3430000,-0.3447773,-5.8612008,-157.3868713
MsgID.LOCAL_VELOCITY,90.3430000,-0.0318659,-0.6283556,6.9858837
MsgID.GLOBAL_POSITION,0.0000000,-122.3975137,37.7924768,155.2460000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.5800000,9.0300000
MsgID.LOCAL_POSITION,90.5930000,-0.3988191,-6.0463495,-155.2462463
MsgID.LOCAL_VELOCITY,90.5930000,-0.0298418,-0.5884439,9.0344543
MsgID.GLOBAL_POSITION,0.0000000,-122.3975155,37.7924756,152.8530000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.5500000,10.7700000
MsgID.LOCAL_POSITION,90.8430000,-0.5305099,-6.2109842,-152.8533936
MsgID.LOCAL_VELOCITY,90.8430000,-0.0281180,-0.5544530,10.7790079
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975185,37.7924756,149.7640000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.5100000,12.5700000
MsgID.LOCAL_POSITION,91.0930000,-0.5329946,-6.4749837,-149.7641449
MsgID.LOCAL_VELOCITY,91.0930000,-0.0263386,-0.5193652,12.5798550
MsgID.GLOBAL_POSITION,0.0000000,-122.3975182,37.7924761,146.5570000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.4800000,14.1200000
MsgID.LOCAL_POSITION,91.3430000,-0.4765962,-6.4470196,-146.5575256
MsgID.LOCAL_VELOCITY,91.3430000,-0.0248141,-0.4893035,14.1227522
MsgID.GLOBAL_POSITION,0.0000000,-122.3975185,37.7924774,142.5850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.4300000,15.6600000
MsgID.LOCAL_POSITION,91.5930000,-0.3339388,-6.4759517,-142.5859070
MsgID.LOCAL_VELOCITY,91.5930000,0.0098525,-0.4347756,15.6608295
MsgID.GLOBAL_POSITION,0.0000000,-122.3975209,37.7924790,138.8310000
MsgID.LOCAL_VELOCITY,0.0000000,0.4000000,-0.1200000,16.0900000
MsgID.LOCAL_POSITION,91.8430000,-0.1575156,-6.6872330,-138.8315430
MsgID.LOCAL_VELOCITY,91.8430000,0.4079783,-0.1239155,16.0998135
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975203,37.7924795,134.6480000
MsgID.LOCAL_VELOCITY,0.0000000,1.1000000,0.4200000,15.8900000
MsgID.LOCAL_POSITION,92.0930000,-0.1008732,-6.6373758,-134.6401520
MsgID.LOCAL_VELOCITY,92.0930000,1.1092103,0.4267642,15.8990450
MsgID.GLOBAL_POSITION,0.0000000,-122.3975181,37.7924825,130.9490000
MsgID.LOCAL_VELOCITY,0.0000000,1.7200000,0.9000000,15.6600000
MsgID.LOCAL_POSITION,92.3430000,0.2338643,-6.4428234,-130.9493561
MsgID.LOCAL_VELOCITY,92.3430000,1.7276651,0.9086688,15.6640530
MsgID.GLOBAL_POSITION,0.0000000,-122.3975136,37.7924880,126.8570000
MsgID.LOCAL_VELOCITY,0.0000000,2.4100000,1.4300000,15.3400000
MsgID.LOCAL_POSITION,92.5950000,0.8432609,-6.0420628,-126.8573303
MsgID.LOCAL_VELOCITY,92.5950000,2.4148507,1.4384640,15.3471270
MsgID.GLOBAL_POSITION,0.0000000,-122.3975092,37.7924919,123.3440000
MsgID.LOCAL_VELOCITY,0.0000000,3.0000000,1.8800000,15.0200000
MsgID.LOCAL_POSITION,92.8450000,1.2733070,-5.6494107,-123.3443756
MsgID.LOCAL_VELOCITY,92.8450000,3.0096130,1.8888260,15.0255632
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975053,37.7925010,119.4060000
MsgID.LOCAL_VELOCITY,0.0000000,3.6600000,2.3600000,14.6700000
MsgID.LOCAL_POSITION,93.0950000,2.2832959,-5.3011370,-119.4067307
MsgID.LOCAL_VELOCITY,93.0950000,3.6609952,2.3658772,14.6767988
MsgID.GLOBAL_POSITION,0.0000000,-122.3974971,37.7925107,116.0140000
MsgID.LOCAL_VELOCITY,0.0000000,4.1700000,2.7700000,14.4000000
MsgID.LOCAL_POSITION,93.3450000,3.3686106,-4.5770702,-116.0140915
MsgID.LOCAL_VELOCITY,93.3450000,4.1749234,2.7730429,14.4015427
MsgID.GLOBAL_POSITION,0.0000000,-122.3974893,37.7925208,112.1930000
MsgID.LOCAL_VELOCITY,0.0000000,4.7000000,3.2000000,14.1400000
MsgID.LOCAL_POSITION,93.5950000,4.4856372,-3.8859007,-112.1932373
MsgID.LOCAL_VELOCITY,93.5950000,4.7024741,3.2044156,14.1402874
MsgID.GLOBAL_POSITION,0.0000000,-122.3974805,37.7925303,108.9060000
MsgID.LOCAL_VELOCITY,0.0000000,5.1800000,3.6000000,13.8100000
MsgID.LOCAL_POSITION,93.8450000,5.5477891,-3.1023426,-108.9067993
MsgID.LOCAL_VELOCITY,93.8450000,5.1870470,3.6027982,13.8128891
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974683,37.7925428,105.2270000
MsgID.LOCAL_VELOCITY,0.0000000,5.6800000,3.9600000,13.5100000
MsgID.LOCAL_POSITION,94.0950000,6.9272623,-2.0180893,-105.2279358
MsgID.LOCAL_VELOCITY,94.0950000,5.6865759,3.9628649,13.5152664
MsgID.GLOBAL_POSITION,0.0000000,-122.3974587,37.7925551,102.0790000
MsgID.LOCAL_VELOCITY,0.0000000,5.6600000,3.8000000,13.2400000
MsgID.LOCAL_POSITION,94.3450000,8.3017406,-1.1659499,-102.0790787
MsgID.LOCAL_VELOCITY,94.3450000,5.6618867,3.8048515,13.2452517
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7925663,98.5480000
MsgID.LOCAL_VELOCITY,0.0000000,4.4600000,3.0400000,12.9700000
MsgID.LOCAL_POSITION,94.5950000,9.5402451,-0.2376191,-98.5488892
MsgID.LOCAL_VELOCITY,94.5950000,4.4685440,3.0432186,12.9734182
MsgID.GLOBAL_POSITION,0.0000000,-122.3974390,37.7925745,95.5260000
MsgID.LOCAL_VELOCITY,0.0000000,3.5000000,2.8700000,12.7700000
MsgID.LOCAL_POSITION,94.8460000,10.4513311,0.5877875,-95.5267563
MsgID.LOCAL_VELOCITY,94.8460000,3.5031471,2.8786314,12.7773685
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974283,37.7925829,92.1520000
MsgID.LOCAL_VELOCITY,0.0000000,2.8100000,3.6200000,12.4700000
MsgID.LOCAL_POSITION,95.0960000,11.3863258,1.5360249,-92.1526184
MsgID.LOCAL_VELOCITY,95.0960000,2.8111424,3.6296699,12.4705381
MsgID.GLOBAL_POSITION,0.0000000,-122.3974202,37.7925898,89.2830000
MsgID.LOCAL_VELOCITY,0.0000000,2.1500000,4.2100000,12.2400000
MsgID.LOCAL_POSITION,95.3460000,12.1541967,2.2646358,-89.2835999
MsgID.LOCAL_VELOCITY,95.3460000,2.1505177,4.2106147,12.2425060
MsgID.GLOBAL_POSITION,0.0000000,-122.3974073,37.7925928,86.0820000
MsgID.LOCAL_VELOCITY,0.0000000,1.2900000,4.7900000,11.9300000
MsgID.LOCAL_POSITION,95.5960000,12.4880943,3.4056211,-86.0821915
MsgID.LOCAL_VELOCITY,95.5960000,1.2903003,4.7903233,11.9312840
MsgID.GLOBAL_POSITION,0.0000000,-122.3973926,37.7925955,83.3420000
MsgID.LOCAL_VELOCITY,0.0000000,0.5400000,5.1800000,11.7300000
MsgID.LOCAL_POSITION,95.8460000,12.7856560,4.7174516,-83.3428879
MsgID.LOCAL_VELOCITY,95.8460000,0.5482898,5.1840320,11.7341528
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973751,37.7925960,80.2920000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3500000,5.4800000,11.4900000
MsgID.LOCAL_POSITION,96.0960000,12.8418808,6.2688904,-80.2924576
MsgID.LOCAL_VELOCITY,96.0960000,-0.3576338,5.4859962,11.4951563
MsgID.GLOBAL_POSITION,0.0000000,-122.3973625,37.7925926,77.6760000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2300000,5.5200000,11.2600000
MsgID.LOCAL_POSITION,96.3460000,12.4606819,7.3933210,-77.6761246
MsgID.LOCAL_VELOCITY,96.3460000,-1.2399457,5.5261278,11.2694016
MsgID.GLOBAL_POSITION,0.0000000,-122.3973467,37.7925894,74.7450000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2400000,5.0100000,11.0300000
MsgID.LOCAL_POSITION,96.5960000,12.1042366,8.7930670,-74.7451248
MsgID.LOCAL_VELOCITY,96.5960000,-2.2427266,5.0148811,11.0345879
MsgID.GLOBAL_POSITION,0.0000000,-122.3973345,37.7925851,72.2270000
MsgID.LOCAL_VELOCITY,0.0000000,-2.7200000,4.0000000,10.8500000
MsgID.LOCAL_POSITION,96.8460000,11.6310263,9.8748751,-72.2271042
MsgID.LOCAL_VELOCITY,96.8460000,-2.7259445,4.0076118,10.8548193
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973260,37.7925771,69.3880000
MsgID.LOCAL_VELOCITY,0.0000000,-2.6400000,2.6500000,10.6200000
MsgID.LOCAL_POSITION,97.0960000,10.7383928,10.6318445,-69.3885880
MsgID.LOCAL_VELOCITY,97.0960000,-2.6424735,2.6595051,10.6238928
MsgID.GLOBAL_POSITION,0.0000000,-122.3973192,37.7925707,66.9350000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4600000,1.7600000,10.4700000
MsgID.LOCAL_POSITION,97.3460000,10.0342360,11.2396517,-66.9354324
MsgID.LOCAL_VELOCITY,97.3460000,-2.4620469,1.7660290,10.4775801
MsgID.GLOBAL_POSITION,0.0000000,-122.3973142,37.7925649,64.1740000
MsgID.LOCAL_VELOCITY,0.0000000,-3.3300000,1.2200000,10.2700000
MsgID.LOCAL_POSITION,97.5960000,9.3840628,11.6863890,-64.1638947
MsgID.LOCAL_VELOCITY,97.5960000,-3.3386896,1.2180927,10.2689619
MsgID.GLOBAL_POSITION,0.0000000,-122.3973116,37.7925584,61.7840000
MsgID.LOCAL_VELOCITY,0.0000000,-4.1200000,0.7100000,10.0500000
MsgID.LOCAL_POSITION,97.8460000,8.6621742,11.9180536,-61.7841911
MsgID.LOCAL_VELOCITY,97.8460000,-4.1285405,0.7120175,10.0543184
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973101,37.7925465,59.1410000
MsgID.LOCAL_VELOCITY,0.0000000,-4.8200000,0.1300000,9.8500000
MsgID.LOCAL_POSITION,98.0960000,7.3356314,12.0457020,-59.1314011
MsgID.LOCAL_VELOCITY,98.0960000,-4.8276148,0.1357585,9.8494663
MsgID.GLOBAL_POSITION,0.0000000,-122.3973121,37.7925366,56.8130000
MsgID.LOCAL_VELOCITY,0.0000000,-5.4400000,-0.4100000,9.5900000
MsgID.LOCAL_POSITION,98.3460000,6.2458453,11.8669462,-56.8139381
MsgID.LOCAL_VELOCITY,98.3460000,-5.4435139,-0.4160913,9.5920706
MsgID.GLOBAL_POSITION,0.0000000,-122.3973127,37.7925228,54.2700000
MsgID.LOCAL_VELOCITY,0.0000000,-6.0400000,-0.9900000,9.4100000
MsgID.LOCAL_POSITION,98.5970000,4.6984692,11.8130074,-54.2558517
MsgID.LOCAL_VELOCITY,98.5970000,-6.0460925,-0.9964741,9.4168091
MsgID.GLOBAL_POSITION,0.0000000,-122.3973156,37.7925084,52.0440000
MsgID.LOCAL_VELOCITY,0.0000000,-6.4600000,-1.6200000,9.2100000
MsgID.LOCAL_POSITION,98.8470000,3.1039164,11.5550537,-52.0441055
MsgID.LOCAL_VELOCITY,98.8470000,-6.4646277,-1.6243702,9.2158728
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974456,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973215,37.7924950,49.6350000
MsgID.LOCAL_VELOCITY,0.0000000,-6.0100000,-2.1000000,9.0400000
MsgID.LOCAL_POSITION,99.0970000,1.6092387,11.0328636,-49.6213455
MsgID.LOCAL_VELOCITY,99.0970000,-6.0057492,-2.1082177,9.0426798
MsgID.GLOBAL_POSITION,0.0000000,-122.3973287,37.7924835,47.4620000
MsgID.LOCAL_VELOCITY,0.0000000,-4.6300000,-1.9800000,8.9400000
MsgID.LOCAL_POSITION,99.3470000,0.3381298,10.3956947,-47.4624214
MsgID.LOCAL_VELOCITY,99.3470000,-4.6360660,-1.9896722,8.9454117
MsgID.GLOBAL_POSITION,0.0000000,-122.3973341,37.7924729,45.1770000
MsgID.LOCAL_VELOCITY,0.0000000,-3.3500000,-1.9800000,8.8000000
MsgID.LOCAL_POSITION,99.5970000,-0.8431569,9.9094400,-45.1594467
MsgID.LOCAL_VELOCITY,99.5970000,-3.3472016,-1.9899595,8.8039427
MsgID.GLOBAL_POSITION,0.0000000,-122.3973395,37.7924663,43.0560000
MsgID.LOCAL_VELOCITY,0.0000000,-2.7600000,-2.7600000,8.6500000
MsgID.LOCAL_POSITION,99.8470000,-1.5668210,9.4375544,-43.0560989
MsgID.LOCAL_VELOCITY,99.8470000,-2.7661045,-2.7681618,8.6546316
MsgID.STATE,0.0000000,True,True,1
